Date,Emp__Name,Talk_Time,Hold_Time,ACW_Time,Break_Time,Meeting_Time,Training_Time,RestRoo_Time,Tech Issue_Time,Chat/Email_Time,Case Time,After Call Work_Time,Assist_Time,Ready Time,Login Hours,Productive Time,Work_Rel Time,Utilization,Occupancy %,Date2,Month2,Year2,Week2,Day2,Emp_Name2,Team_Lead,Supervisor
03-Mar,Emp21,7:14:34,0:28:48,0:17:37,0:28:48,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:06:28,0:05:41,0:08:46,0:00:06,8:50:48,8:06:40,0:15:20,91.69%,94.57%,03-Mar,Mar,2024,9,Sun,Emp21,TeamLead_A,Supervisor_Z
03-Mar,Emp22,7:34:44,0:22:50,0:15:17,0:22:50,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:22:07,0:17:39,0:07:13,9:22:40,8:34:58,0:24:52,91.52%,95.94%,03-Mar,Mar,2024,9,Sun,Emp22,TeamLead_B,Supervisor_Y
03-Mar,Emp23,6:47:58,0:31:49,0:18:59,0:31:49,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:26:01,0:09:31,0:02:14,0:00:52,8:49:13,7:48:17,0:29:07,88.49%,93.99%,03-Mar,Mar,2024,9,Sun,Emp23,TeamLead_C,Supervisor_Z
03-Mar,Emp24,6:54:12,0:29:03,0:16:58,0:29:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:08:26,0:24:43,0:01:51,0:00:13,8:44:29,8:04:56,0:10:30,92.46%,94.46%,03-Mar,Mar,2024,9,Sun,Emp24,TeamLead_D,Supervisor_Y
03-Mar,Emp25,2:21:35,0:21:57,0:23:45,0:21:57,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:48:47,0:00:00,0:00:00,0:01:11,4:19:12,3:07:17,0:49:58,72.25%,91.53%,03-Mar,Mar,2024,9,Sun,Emp25,TeamLead_E,Supervisor_Z
03-Mar,Emp26,7:08:27,0:22:07,0:07:32,0:22:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:50,0:00:00,0:00:00,0:00:06,8:04:09,7:38:06,0:03:56,94.62%,95.43%,03-Mar,Mar,2024,9,Sun,Emp26,TeamLead_C,Supervisor_X
03-Mar,Emp27,7:38:14,0:20:49,0:16:18,0:20:49,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:26:57,0:12:28,0:00:00,0:00:07,9:15:42,8:27:49,0:27:04,91.38%,96.25%,03-Mar,Mar,2024,9,Sun,Emp27,TeamLead_D,Supervisor_Y
03-Mar,Emp28,7:56:23,0:25:05,0:00:00,0:25:05,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:33:03,0:17:31,0:00:00,0:09:30,9:46:37,8:38:59,0:42:33,88.47%,95.72%,03-Mar,Mar,2024,9,Sun,Emp28,TeamLead_B,Supervisor_Z
03-Mar,Emp29,4:18:40,0:27:00,0:05:30,0:27:00,1:10:32,0:00:00,0:00:00,0:00:00,0:00:00,0:35:49,0:00:31,0:00:58,0:00:16,7:06:16,4:51:41,1:47:35,68.43%,93.67%,03-Mar,Mar,2024,9,Sun,Emp29,TeamLead_C,Supervisor_Y
03-Mar,Emp30,7:20:02,0:32:05,0:00:00,0:32:05,0:00:09,0:00:00,0:00:09,0:00:00,0:00:00,0:04:22,0:00:00,0:09:09,0:00:08,8:38:09,7:52:07,0:13:48,91.12%,93.78%,03-Mar,Mar,2024,9,Sun,Emp30,TeamLead_D,Supervisor_Z
04-Mar,Emp1,2:04:00,0:10:06,0:15:15,0:10:06,0:00:00,2:24:45,0:00:00,0:00:00,0:00:00,0:17:20,0:00:00,0:00:00,0:03:07,5:24:39,2:29:21,2:45:12,46.00%,96.89%,04-Mar,Mar,2024,10,Mon,Emp1,TeamLead_A,Supervisor_X
04-Mar,Emp2,4:58:17,0:00:00,0:00:00,0:00:00,1:06:13,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:28,6:04:58,4:58:17,1:06:41,81.73%,100.00%,04-Mar,Mar,2024,10,Mon,Emp2,TeamLead_C,Supervisor_Z
04-Mar,Emp3,4:49:37,0:45:59,0:16:24,0:45:59,1:08:32,0:00:00,0:00:00,0:00:00,0:00:00,0:12:47,0:00:00,0:05:41,0:00:05,8:05:04,5:52:00,1:27:05,72.57%,90.52%,04-Mar,Mar,2024,10,Mon,Emp3,TeamLead_C,Supervisor_Y
04-Mar,Emp4,5:49:40,0:23:10,0:20:05,0:23:10,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:28:39,0:00:00,0:22:07,0:00:21,7:47:12,6:32:55,0:51:07,84.10%,95.04%,04-Mar,Mar,2024,10,Mon,Emp4,TeamLead_C,Supervisor_Z
04-Mar,Emp5,0:00:00,0:27:42,0:00:00,0:27:42,0:00:00,0:00:00,0:00:00,0:12:52,0:00:00,0:03:12,0:00:00,0:09:31,0:00:01,1:21:00,0:27:42,0:25:36,34.20%,65.80%,04-Mar,Mar,2024,10,Mon,Emp5,TeamLead_B,Supervisor_Y
04-Mar,Emp6,3:47:03,0:34:06,0:00:00,0:34:06,0:00:00,0:00:00,0:00:03,0:00:00,0:00:00,0:01:01,0:00:00,0:24:43,0:00:06,5:21:08,4:21:09,0:25:50,81.32%,89.37%,04-Mar,Mar,2024,10,Mon,Emp6,TeamLead_B,Supervisor_Y
04-Mar,Emp7,0:00:00,0:30:29,0:00:00,0:30:29,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:06:45,0:00:26,0:00:00,0:00:01,1:08:10,0:30:55,0:06:46,45.35%,55.28%,04-Mar,Mar,2024,10,Mon,Emp7,TeamLead_B,Supervisor_Y
04-Mar,Emp8,0:00:00,0:29:58,0:00:00,0:29:58,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:02,0:10:43,0:00:00,0:00:01,1:13:42,0:40:41,0:03:03,55.20%,59.34%,04-Mar,Mar,2024,10,Mon,Emp8,TeamLead_B,Supervisor_Y
04-Mar,Emp9,0:00:00,0:00:07,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:19:01,0:00:00,0:12:28,0:00:00,0:31:43,0:00:07,0:31:29,0.37%,99.63%,04-Mar,Mar,2024,10,Mon,Emp9,TeamLead_B,Supervisor_Y
04-Mar,Emp10,0:00:00,0:31:22,0:00:00,0:31:22,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:05:54,0:08:16,0:17:31,0:00:00,1:34:25,0:39:38,0:23:25,41.98%,66.78%,04-Mar,Mar,2024,10,Mon,Emp10,TeamLead_A,Supervisor_X
04-Mar,Emp11,0:00:00,0:28:06,0:00:00,0:28:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:31,0:00:13,0:56:56,0:28:06,0:00:44,49.36%,50.64%,04-Mar,Mar,2024,10,Mon,Emp11,TeamLead_A,Supervisor_X
04-Mar,Emp12,0:00:00,0:31:33,0:00:00,0:31:33,0:00:00,0:00:02,0:00:00,0:00:00,0:00:00,0:00:00,0:04:43,0:00:00,0:00:05,1:07:56,0:36:16,0:00:07,53.39%,53.56%,04-Mar,Mar,2024,10,Mon,Emp12,TeamLead_A,Supervisor_X
04-Mar,Emp13,0:00:00,0:20:00,0:00:00,0:20:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:40:01,0:20:00,0:00:01,49.98%,50.02%,04-Mar,Mar,2024,10,Mon,Emp13,TeamLead_A,Supervisor_X
04-Mar,Emp14,0:00:00,0:00:03,0:00:00,0:00:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:02,0:00:08,0:00:03,0:00:02,37.50%,62.50%,04-Mar,Mar,2024,10,Mon,Emp14,TeamLead_A,Supervisor_X
04-Mar,Emp15,0:00:00,0:00:06,0:00:00,0:00:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:13,0:00:06,0:00:01,46.15%,53.85%,04-Mar,Mar,2024,10,Mon,Emp15,TeamLead_E,Supervisor_X
04-Mar,Emp16,0:00:00,0:00:07,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:15,0:00:07,0:00:01,46.67%,53.33%,04-Mar,Mar,2024,10,Mon,Emp16,TeamLead_C,Supervisor_Y
04-Mar,Emp17,5:31:06,0:15:19,0:23:46,0:15:19,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:07,6:25:37,6:10:11,0:00:07,96.00%,96.03%,04-Mar,Mar,2024,10,Mon,Emp17,TeamLead_D,Supervisor_Z
04-Mar,Emp18,5:04:44,0:30:41,0:03:14,0:30:41,0:34:31,0:00:00,0:06:04,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:01:13,6:51:08,5:38:39,0:35:44,82.37%,91.06%,04-Mar,Mar,2024,10,Mon,Emp18,TeamLead_B,Supervisor_Y
04-Mar,Emp19,6:07:50,0:32:27,0:21:09,0:32:27,0:38:28,0:00:00,0:09:34,0:00:00,0:00:00,0:00:00,0:00:00,0:00:26,0:01:00,8:23:21,7:01:26,0:39:54,83.73%,91.65%,04-Mar,Mar,2024,10,Mon,Emp19,TeamLead_C,Supervisor_Z
04-Mar,Emp20,7:04:11,0:31:12,0:00:00,0:31:12,0:24:23,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:10:43,0:00:06,8:41:47,7:35:23,0:35:12,87.27%,94.02%,04-Mar,Mar,2024,10,Mon,Emp20,TeamLead_D,Supervisor_Y
04-Mar,Emp21,5:25:05,0:12:43,0:12:43,0:12:43,0:00:00,2:18:09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:16,8:24:39,5:50:31,2:21:25,69.46%,97.48%,04-Mar,Mar,2024,10,Mon,Emp21,TeamLead_A,Supervisor_Z
04-Mar,Emp22,7:06:25,0:31:27,0:14:16,0:31:27,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:08:16,0:00:12,8:32:03,7:52:08,0:08:28,92.20%,93.86%,04-Mar,Mar,2024,10,Mon,Emp22,TeamLead_B,Supervisor_Y
04-Mar,Emp23,0:00:00,0:31:22,0:00:00,0:31:22,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:05:54,0:08:16,0:17:31,0:00:00,1:34:25,0:39:38,0:23:25,41.98%,66.78%,04-Mar,Mar,2024,10,Mon,Emp23,TeamLead_C,Supervisor_Z
04-Mar,Emp24,0:00:00,0:28:06,0:00:00,0:28:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:31,0:00:13,0:56:56,0:28:06,0:00:44,49.36%,50.64%,04-Mar,Mar,2024,10,Mon,Emp24,TeamLead_D,Supervisor_Y
04-Mar,Emp25,0:00:00,0:31:33,0:00:00,0:31:33,0:00:00,0:00:02,0:00:00,0:00:00,0:00:00,0:00:00,0:04:43,0:00:00,0:00:05,1:07:56,0:36:16,0:00:07,53.39%,53.56%,04-Mar,Mar,2024,10,Mon,Emp25,TeamLead_E,Supervisor_Z
04-Mar,Emp26,0:00:00,0:20:00,0:00:00,0:20:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:40:01,0:20:00,0:00:01,49.98%,50.02%,04-Mar,Mar,2024,10,Mon,Emp26,TeamLead_C,Supervisor_X
04-Mar,Emp27,0:00:00,0:00:03,0:00:00,0:00:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:02,0:00:08,0:00:03,0:00:02,37.50%,62.50%,04-Mar,Mar,2024,10,Mon,Emp27,TeamLead_D,Supervisor_Y
04-Mar,Emp28,0:00:00,0:00:06,0:00:00,0:00:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:13,0:00:06,0:00:01,46.15%,53.85%,04-Mar,Mar,2024,10,Mon,Emp28,TeamLead_B,Supervisor_Z
04-Mar,Emp29,0:00:00,0:00:07,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:15,0:00:07,0:00:01,46.67%,53.33%,04-Mar,Mar,2024,10,Mon,Emp29,TeamLead_C,Supervisor_Y
04-Mar,Emp30,5:31:06,0:15:19,0:23:46,0:15:19,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:07,6:25:37,6:10:11,0:00:07,96.00%,96.03%,04-Mar,Mar,2024,10,Mon,Emp30,TeamLead_D,Supervisor_Z

